,TimeStamp,Blink_Flag_EAR,Cumulative_NumBlinks,Left_EAR,Right_EAR,EAR_Avg
0,1970-01-01 00:00:00.000000000,0,0,0.25257296658248257,0.2943724047047319,0.27347268564360727
1,1970-01-01 00:00:00.040000000,0,0,0.31898088913156,0.32146326812000997,0.320222078625785
2,1970-01-01 00:00:00.060000000,0,0,0.279108277990115,0.28194193721730043,0.28052510760370775
3,1970-01-01 00:00:00.080000000,0,0,0.28194193721730043,0.28915866232196175,0.2855502997696311
4,1970-01-01 00:00:00.100000000,0,0,0.320222078625785,0.3128430032178382,0.3165325409218116
5,1970-01-01 00:00:00.120000000,0,0,0.3321819194149599,0.33347447556047644,0.3328281974877182
6,1970-01-01 00:00:00.180000000,0,0,0.2928931088450006,0.2923526731023431,0.29262289097367183
7,1970-01-01 00:00:00.199800000,0,0,0.2921346446227208,0.3128430032178382,0.30248882392027954
8,1970-01-01 00:00:00.219800000,0,0,0.33347447556047644,0.3399142230286539,0.33669434929456515
9,1970-01-01 00:00:00.239800000,0,0,0.3128960145861558,0.2719219758869585,0.29240899523655717
10,1970-01-01 00:00:00.259800000,0,0,0.3321819194149599,0.3320463127856113,0.33211411610028563
11,1970-01-01 00:00:00.279800000,0,0,0.31898088913156,0.3320463127856113,0.3255136009585856
12,1970-01-01 00:00:00.319800000,0,0,0.28194193721730043,0.29904458356083746,0.290493260389069
13,1970-01-01 00:00:00.339800000,0,0,0.3141885707316724,0.2923526731023431,0.3032706219170077
14,1970-01-01 00:00:00.359800000,0,0,0.33347447556047644,0.32019315936789416,0.3268338174641853
15,1970-01-01 00:00:00.379800000,0,0,0.28194193721730043,0.28194193721730043,0.28194193721730043
16,1970-01-01 00:00:00.399800000,0,0,0.3141885707316724,0.3004614131744302,0.3073249919530513
17,1970-01-01 00:00:00.419800000,0,0,0.32019315936789416,0.3399142230286539,0.330053691198274
18,1970-01-01 00:00:00.439800000,0,0,0.33075929223788925,0.35143174800275734,0.3410955201203233
19,1970-01-01 00:00:00.459800000,0,0,0.29361010975735174,0.3128430032178382,0.303226556487595
20,1970-01-01 00:00:00.479800000,0,0,0.33476703170599303,0.35423584552391146,0.34450143861495225
